Componente1,Componente2,Componente3,Class
7.814774,0.31071025,-38.556087,0
32.196117,13.429747,-10.863893,0
-32.85104,-8.179084,9.197849,0
-17.386606,4.434315,19.578938,0
-1.4748077,-15.775804,-5.730915,0
-19.51775,5.4289546,13.6940975,0
4.970233,0.9373028,-36.905167,0
5.539486,14.88413,-6.0924697,0
-29.919453,-30.348806,-26.190943,0
-1.9916983,-1.0513555,25.879765,0
27.652622,-24.830788,-0.83581775,0
-11.640494,-4.5900016,23.460258,0
29.023836,15.1091175,11.382182,0
-25.902151,-0.46019897,-14.605332,0
-24.54265,-23.667767,-22.86509,0
-22.66573,-2.42401,13.208079,0
1.798933,-2.1212442,-18.93697,0
-35.030766,-2.1816728,-4.928852,0
29.065882,6.0726056,-19.791355,0
9.660511,-38.35101,15.246069,0
2.6538184,-12.36522,-17.192043,0
6.9374256,-26.206572,-12.7095175,0
-41.121338,7.6000023,4.8561115,0
12.057176,-7.6632266,10.410964,0
-7.260789,-29.229124,-9.455558,0
16.661419,-0.5510628,-10.713609,0
-19.561571,-44.746483,-3.446493,0
13.757644,-4.981054,13.943181,0
-20.846327,-7.2000203,-4.048718,0
-33.050434,0.36538357,7.2361264,0
9.804046,-13.621972,-2.3144934,0
-26.499882,22.454355,-6.8413954,0
3.4057853,30.845036,-10.585628,0
27.043915,-0.47963056,-0.23001023,0
21.358044,0.73127717,-19.41824,0
3.848606,3.674449,-30.168217,0
8.933661,25.70005,-0.79385424,0
18.076996,-3.2834039,18.58008,0
7.279757,14.370183,5.374077,0
13.29352,-28.481253,-6.499484,0
18.545061,15.397133,11.529091,0
18.34661,-19.37727,0.629079,0
26.380112,-1.1839869,10.600044,0
25.660091,7.857246,20.048191,0
-35.421093,-8.472784,21.846603,0
-27.305222,2.6718602,6.708513,0
14.780559,16.494333,-0.4678393,0
-31.511774,17.294937,-20.898716,0
13.229064,-4.806218,-30.207027,0
31.994207,-9.490186,4.183522,0
-3.5328112,24.353148,39.667427,0
21.072836,-1.2696043,18.997877,0
-20.34791,23.722841,14.766478,0
-11.845472,8.398702,-16.902548,0
-28.817244,-16.846764,-24.835032,0
-14.21097,-38.30989,-0.8109962,0
19.373848,-5.298916,8.850296,0
-20.3437,-0.3398674,10.015567,0
18.218685,-17.3228,-25.538248,0
28.920658,-4.2067647,22.286175,0
-2.7380075,-4.213857,6.7945123,0
-6.094138,32.076447,-20.743769,0
-5.707639,-7.2625833,32.184113,1
-18.509872,11.128967,30.15298,0
-24.221142,-3.6118195,19.390131,0
-1.086337,-25.017075,-19.168058,0
28.291777,16.151228,-11.674271,0
-10.524094,23.50409,4.856732,0
31.615429,16.124578,5.647636,0
23.957428,-23.32073,-10.239604,0
12.89319,-13.565951,10.8003435,0
-20.69603,-21.312305,11.114097,0
-39.352844,-19.534895,5.410995,0
-14.468556,17.970976,29.136105,0
-29.568626,-6.7973304,8.042611,0
-14.271366,-34.950356,28.706194,0
-34.733356,16.13862,5.6194053,0
-9.431786,0.7705846,26.324978,0
10.516693,-31.764956,-5.15695,0
1.1106806,-27.591125,16.692856,0
-0.059108682,17.176857,22.914713,0
15.47172,4.2503066,-11.46527,0
1.6490101,-11.770316,-12.13107,0
-14.417764,19.15524,14.868997,0
3.878348,29.580984,-10.430021,0
-0.94773006,9.253043,26.501694,0
8.134557,-32.60684,-7.8416915,0
-6.4228115,16.86485,3.4335403,0
-38.061153,-16.17813,15.739937,0
30.174175,5.9779,-10.560366,0
25.26889,-21.000908,-9.415157,0
-2.208023,3.1548717,-36.601704,0
2.2668972,-5.620816,-2.6252341,0
2.7000563,-22.682367,-8.01245,0
-23.403374,17.412477,-16.85859,0
-1.8317007,-38.007664,21.084713,0
17.87175,-1.9975286,19.724705,0
-23.238935,-27.628056,-12.678545,0
2.5412045,9.218905,-3.697828,0
-28.467716,0.14144626,-1.6534668,0
-3.57311,19.16663,23.477694,0
-8.324199,4.5977693,25.77117,0
29.494984,7.236271,12.341845,0
-17.451864,-24.575523,30.250568,0
4.1310205,16.657917,16.147045,0
9.677695,10.388809,-20.314102,0
30.211088,5.3348265,-0.5181196,0
5.2468333,-23.798643,28.142437,0
24.26585,-16.991213,2.3367968,0
-24.796867,14.0375,7.670455,0
-18.58622,0.99777806,38.511997,0
10.063677,0.070737004,1.096605,0
1.9459246,18.168898,19.184958,0
1.3835474,30.396486,16.092321,0
-25.03789,-9.006817,-11.171627,0
22.844452,15.33146,-3.1301923,0
-33.639805,-19.392214,-24.100956,0
-17.94267,8.191447,1.0110323,0
-2.4283283,5.667006,5.358725,0
-10.704494,7.287794,-13.571821,0
17.510414,6.3387914,-1.7928632,0
3.869421,-12.80783,15.638991,0
-7.0579143,15.905398,9.881746,0
-40.361683,-16.186598,-17.521957,0
-10.209205,-47.519634,-1.0065025,0
8.16923,5.0755496,12.125263,0
17.41958,18.537125,11.389723,0
-27.280745,16.72803,26.43063,0
8.221654,4.0847497,11.431871,0
9.105333,-16.448866,-6.463359,0
-16.698032,3.644281,-7.6421413,0
29.435818,-24.379482,-0.47433656,0
-17.659977,-34.139328,-11.076842,0
-24.095215,0.5424207,39.295757,0
13.954776,-6.6655746,34.18671,0
2.2631316,21.20654,-12.154747,0
-36.57953,31.45487,2.8752751,0
12.921631,25.592134,-3.7021284,0
25.18326,10.363583,-21.253094,0
24.491566,11.592075,-22.21114,0
35.438137,-3.1585755,9.08951,0
28.636845,2.4991336,-1.602486,0
-36.510273,-9.998268,-13.939042,0
-5.337492,-17.805485,-21.808475,0
-27.89829,-17.872387,2.6436002,0
-36.225163,4.867785,9.015834,0
-17.321003,-6.697592,-4.9085326,0
2.8988132,-8.143893,21.339876,0
23.070124,-7.05044,12.577271,0
6.4520035,7.2220454,-0.29697534,0
19.981699,22.093819,3.365521,0
-7.143635,4.3492894,-23.1775,0
1.4831347,-23.600641,-23.924665,0
-36.823406,-1.5215782,17.909883,0
1.526128,39.910553,0.9121925,0
-22.300306,1.7432561,23.472342,0
-7.6516566,27.782133,15.562369,0
4.343413,-4.8802123,2.3307135,0
35.55707,8.410351,-3.5637875,0
23.083162,-5.785397,13.972337,0
35.93459,2.1128814,-14.422342,0
29.32276,-2.7153401,24.05724,0
0.12167637,25.996225,16.063734,0
-26.493937,26.509537,12.940094,0
21.067507,7.3469977,-12.103143,0
-5.5096164,-7.1205606,29.673681,1
9.902257,25.180832,1.5704495,0
37.04525,9.844711,1.6461624,0
-3.1274211,-41.753628,7.0248747,0
23.497078,-25.496664,-3.4515188,0
-14.380283,-0.28561807,-32.894436,0
4.5438304,-7.1452804,-35.727386,0
31.31882,-20.473377,-0.4200466,0
15.158773,-3.652546,35.691757,0
-2.9514349,-30.868992,5.4469886,0
-22.423628,-24.525927,-33.43379,0
12.228389,-30.947706,-4.929096,0
5.4700146,18.332493,-12.563264,0
30.884212,6.1260824,-10.942084,0
34.085655,5.689649,11.155345,0
5.072146,6.5011764,-13.295371,0
0.5096716,2.3764799,-37.565697,0
-18.676413,-21.235365,3.7684019,0
-30.985544,-24.58179,5.162452,0
-35.414852,-8.279809,13.959728,0
0.57335407,20.199753,27.881348,0
15.552631,18.272312,0.96082234,0
7.4260273,-10.178057,-17.438242,0
11.886548,12.627474,-15.221339,0
21.91886,-4.7888308,0.11735546,0
19.35713,-7.628467,-14.121535,0
16.13932,11.256966,30.572855,0
8.68078,-32.277603,-6.187991,0
1.9821025,15.317919,-19.753172,0
6.0978065,-31.521236,5.520547,0
-22.789917,-41.66644,12.412141,0
21.334154,25.256884,2.067721,0
1.1742291,-7.1300545,-11.673727,0
-8.936347,6.1064487,-37.57418,0
13.058117,-12.962482,11.838626,0
-13.788869,0.3780164,-13.438234,0
-13.125055,-9.494733,-1.988528,0
-14.122738,38.024296,-8.774847,0
13.99886,13.787283,-0.6236713,0
-15.385959,-34.331673,2.3136551,0
-19.34526,-6.820157,15.506009,0
29.13776,2.246408,22.68851,0
11.249806,4.693344,9.844555,0
6.06346,-43.11902,-4.1616826,0
-20.898647,-3.278326,40.34486,0
-18.911901,-28.884026,33.376644,0
12.154291,24.815998,-8.914036,0
-17.96153,-27.243498,16.196133,0
26.604,-18.785378,-0.2720377,0
-38.40889,3.2118187,-23.69191,0
-19.617496,-34.635372,15.814108,0
26.5305,-21.578524,12.854754,0
-3.725732,-22.30498,30.97365,0
-5.0246463,22.323635,1.2982129,0
4.618561,-31.125559,-0.33669075,0
-16.215084,-28.66181,20.619947,0
-18.110529,-8.988221,10.157268,0
-26.631916,-11.191246,11.055979,0
-27.62624,-32.293182,-0.4264997,0
23.187845,2.186534,21.436432,0
16.193138,-1.0692594,6.7328916,0
-21.430264,-32.57314,10.034392,0
30.92039,-15.070588,0.121051766,0
27.158278,2.904157,6.2773757,0
-40.46879,15.3488655,0.76358557,0
14.279327,-28.461117,-4.706998,0
-7.289773,7.165209,-1.7611163,0
-25.777723,-13.096943,14.566546,0
13.314877,-30.283335,-6.447524,0
-34.201145,0.3325424,-11.330136,0
15.725587,-10.4942875,-2.7465463,0
7.5629816,2.4551413,21.379025,0
24.509575,-26.166645,-3.1684992,0
-11.568775,-23.660349,33.569366,0
1.5789399,30.643595,17.899382,0
-26.255852,-20.179249,21.198952,0
-28.525969,-18.936342,17.224169,0
-4.891259,-31.803106,26.163498,0
28.445751,1.7047263,23.868233,0
5.1793175,20.472288,5.2919116,0
32.841656,-17.146395,-0.17101587,0
3.1064613,-6.7636147,-35.857944,0
9.19223,2.5678227,-3.7245202,0
-30.218023,17.27931,16.354517,0
-46.97657,-6.355083,5.8031445,0
-4.465088,-36.70821,3.2582958,0
14.745766,-17.174355,-30.251968,0
23.561846,-20.394485,30.944149,0
-25.659618,23.216467,21.312943,0
-27.933428,-4.7929554,25.266638,0
4.28922,-30.500475,-1.3280832,0
-8.775062,30.029928,2.4370704,0
10.866837,8.961988,3.4847376,0
-11.488889,16.54006,20.653152,0
-31.355608,-7.5468526,31.381071,0
32.791733,-14.584656,-1.4784354,0
-3.5492382,24.137335,4.07631,0
-2.2042654,-7.8427124,29.730867,1
-16.834206,14.4443,10.287047,0
5.074765,3.638479,-38.427227,0
-7.072754,-26.775206,-21.420233,0
17.678549,-4.227479,-30.387182,0
-37.336273,-30.643536,11.53768,0
9.957602,-1.849367,19.809542,0
7.217431,-22.06357,20.518234,0
28.514038,3.6945634,22.252697,0
8.998274,4.9795246,11.043552,0
29.976269,13.1704035,-11.008794,0
-39.74198,0.2610108,-1.7643433,0
1.6356145,-12.447731,-16.654276,0
-36.45559,12.217936,6.6598873,0
-7.762188,-6.089344,3.760602,0
13.619274,18.252098,20.677961,0
-10.779092,-5.7016425,11.725627,0
-26.780422,14.584955,30.17376,0
-10.64731,-8.966347,-2.7069144,0
3.1632347,15.768508,17.28868,0
-20.671232,13.7806425,-40.31899,0
2.8101249,4.1786475,-5.192528,0
27.63598,10.661791,-20.451542,0
-11.894483,1.0226381,0.43124285,0
-15.301869,3.7958064,16.340042,0
22.686495,12.036282,-20.326273,0
21.145966,-18.791199,15.751383,0
24.964455,10.3556795,6.485466,0
-13.543824,22.017586,-29.658667,0
11.176489,-6.4996953,-28.396997,0
22.81217,0.7151269,-30.70065,0
9.69921,11.797279,-26.607782,0
-29.107534,-6.681153,-5.000571,0
-22.112461,21.482609,8.568707,0
24.453,1.1552973,4.68805,0
-0.16316114,-22.85795,-20.123331,0
-1.1022202,15.178602,-30.073921,0
25.0884,-2.992712,-4.1491055,0
38.161247,11.131075,3.7138913,0
34.766315,4.564105,10.796167,0
-11.08192,17.020845,33.473915,0
-25.013496,-31.551222,-14.256194,0
-11.446088,-19.774149,-14.131781,0
-36.378407,2.86603,-3.0303204,0
2.826389,-5.7833347,-5.5347986,0
-4.583307,18.094812,20.651602,0
14.2753935,-6.5429726,33.07241,0
-34.916737,12.945444,-0.642868,0
-25.063381,-0.87326396,-23.563047,0
-9.624499,-19.559942,-3.6658034,0
-0.49494684,-9.313407,-18.570456,0
0.041455008,30.037176,18.152874,0
-21.672417,6.394946,-6.953699,0
22.67579,-4.615637,-9.812847,0
1.8250729,-7.252553,19.436754,0
4.463774,8.799963,21.036173,0
-19.92205,7.115911,4.988639,0
-22.119074,-5.0303965,-0.4242565,0
-14.184375,43.94183,13.146261,0
-11.625359,-8.016341,-33.153004,0
-35.48686,-15.580933,-4.830498,0
8.663663,11.8884325,7.6580753,0
3.7099247,23.03817,-0.6890965,0
10.259503,-8.693902,29.909168,0
-21.208672,-1.7935811,22.971317,0
-16.009636,38.751072,-13.461562,0
0.05156294,4.1692076,-38.80409,0
-13.875015,-7.020236,3.9974742,0
13.841228,3.0007427,31.723642,0
29.948553,-2.777234,22.838264,0
-2.400373,20.44313,12.792547,0
-22.784239,5.4582214,-1.870277,0
33.247807,-15.777525,-0.72970957,0
33.970695,-10.586697,6.1870465,0
-11.63838,6.538673,28.241467,0
11.452542,0.927301,-21.776194,0
-19.040834,17.702444,-8.134721,0
-9.569166,1.1412956,-5.974069,0
-8.975376,19.388689,-33.25725,0
3.3063655,26.711336,-13.219259,0
6.831097,-11.641181,-18.38779,0
-12.365441,-34.48602,11.762835,0
-18.890327,-12.523576,15.491518,0
-14.004468,-32.35215,-6.4237323,0
-23.451174,11.896902,5.4691176,0
-20.432486,2.932091,17.662125,0
17.394331,19.458233,13.363101,0
23.542604,-16.92635,3.2553399,0
22.283253,-16.472975,-4.2164693,0
7.09703,-31.85036,33.647995,0
-1.5553635,14.600396,-2.6779714,0
-12.28613,4.4500947,-13.4697,0
21.980413,19.270185,-7.341652,0
14.015054,-14.980784,-31.54293,0
-23.295946,-28.616102,15.848617,0
-15.419837,39.424862,-20.525026,0
25.326902,18.311102,-10.728195,0
20.42617,6.0813837,-16.388426,0
29.075876,11.373582,13.737208,0
-2.2260227,-2.3285446,22.314255,0
-4.162584,-7.2152944,29.93173,1
28.443708,-8.483375,-16.59892,0
-5.727195,31.195612,12.426239,0
-37.341347,-11.508505,-30.547588,0
-46.425667,2.6044252,6.72217,0
20.378386,-32.167885,6.460765,0
-26.006453,1.7079701,-10.998116,0
17.490221,-2.9996483,-11.923266,0
9.616134,3.0156322,-4.41488,0
-14.691115,-7.248047,-6.2920904,0
-1.9457598,1.7276019,5.0032063,0
-24.635042,1.9854072,4.348278,0
10.582272,-23.505972,8.670052,0
-17.632685,-8.299305,7.0709343,0
-24.537096,-21.509077,-1.4066753,0
-4.2072244,3.888186,-46.349213,0
-26.79741,-15.885649,18.959103,0
2.2206495,-1.0530167,-11.322878,0
-3.2754126,4.74087,-15.746468,0
11.176489,-6.4996953,-28.396997,0
-7.1469603,-7.416064,-1.8895633,0
15.315807,-9.22758,-17.20731,0
